Topic	Text
Candidates on gun control	Look–
Candidates on gun control	It’s a quote of you.
Candidates on gun control	We have a gun–we have a gun crisis right now.
Candidates on gun control	40,000 people a year are getting killed.
Candidates on gun control	In 1988, Rachel, when it wasn’t popular I ran on a platform of banning assault weapons and in fact, lost that race for Congress.
Candidates on gun control	I have a D minus voting record from the NRA.
Candidates on gun control	And I believe that what we need is comprehensive gun–gun legislation that, among other things, provides universal background.
Candidates on gun control	We end the gun show loophole.
Candidates on gun control	We end the straw man provision.
Candidates on gun control	And I believed in 1988 and I believe today that assault weapons–
Candidates on gun control	–Why would you–why would you leave 15 million on the streets–
Candidates on gun control	–Assault weapons–assault weapons–
Candidates on gun control	–Why would you leave–Senator–
Candidates on gun control	–Are weapons–
Candidates on gun control	–You leave 15 million on the streets–
Candidates on gun control	–Are from the military–
Candidates on gun control	–Though–
Candidates on gun control	–And that they should not be on the streets–
Candidates on gun control	–Why do you leave–
Candidates on gun control	–Of America.
Candidates on gun control	You would–your plan leaves them on the streets.
Candidates on gun control	You leave 15 million on the streets.
Candidates on gun control	We ban the sale and–we ban the sale and distribution–
Candidates on gun control	–Will you buy them back–
Candidates on gun control	–And that’s what I’ve believed for many years.
Candidates on gun control	Will you–will you buy them back?
Candidates on gun control	And then–and–and–
Candidates on gun control	–If people want to buy–if the government wants to do that, if people want bring it back–
Candidates on gun control	–But you’re going to be the government–
Candidates on gun control	–Yes–
Candidates on gun control	–Will you buy them back?
Candidates on gun control	Yeah.
Candidates on gun control	Senator Harris, we’re going to give you 30 seconds here.
Candidates on gun control	Thank you.
Candidates on gun control	I think your idea is a great one, Congressman Swalwell.
Candidates on gun control	And I will say there are a lot of great idea.
Candidates on gun control	The problem is Congress has not had the courage to act, which is why, when elected president of the United States, I will give the United States Congress 100 days to pull their act together, bring all these good ideas together, and put a bill on my desk for signature.
Candidates on gun control	And if they do not, I will take executive action and I will put in place–The most comprehensive background check policy we’ve had.
Candidates on gun control	I will require the ATF to take the licenses of gun dealers who violate the law.
Candidates on gun control	And I will banned by executive order the importation of assault weapons, because I’m going to tell you, as a prosecutor, I have seen more autopsy photographs than I care to tell you.
Candidates on gun control	I have hugged more mothers who are the mothers of homicide victims, and I have attended more police officer funerals.
Candidates on gun control	It is enough.
Candidates on gun control	It is enough.
Candidates on gun control	And there have been plenty of good ideas from members of the United States Congress.
Candidates on gun control	There’s been no action.
Candidates on gun control	As president, I will take action.
Candidates on gun control	Mayor Buttigieg–I want to bring you in on this, sir; a lot of discussion about assault rifles that are often as shorthanded as military style weapons.
Candidates on gun control	You are the only person on the stage tonight with military experience as a veteran of the Afghanistan war.
Candidates on gun control	Will military families–does that inform your thinking on this view?
Candidates on gun control	Do you believe that military families or America’s veterans will, at large, have a different take on this than the other Americans who we’ve been talking about and who Congressman Swalwell is appealing to with his buyback program?
